OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1564790,04092018512,Poke Bros,7870 Alexander Promenade PL ,Ste 110,RALEIGH,NC,27617,(919) 797-2332,2020/12/30 00:00:00+00,Restaurant,831,-78.77695631,35.91424375,M
1564791,04092017894,Which Wich #670,7202 Knightdale BLVD ,,KNIGHTDALE,NC,27545,(919) 373-8883,2018/07/26 00:00:00+00,Restaurant,842,-78.48704631,35.79788571,M
1564792,04092110461,Panther Creek High Sch. Cafeteria ,6770 McCrimmon PKwY ,,CARY ,NC,27513,(919) 463-8656 ext. 25213,2006/08/21 00:00:00+00,Public School Lunchrooms,846,-78.88879092,35.83017886,M
1564793,04092021443,Domino's Pizza #5506,3948 Western BLVD ,,RALEIGH,NC,27605,(919) 899-3599,2007/04/23 00:00:00+00,Food Stand,826,-78.69301587,35.78440188,M
1564794,04092014615,DQ Grill and Chill #41609,5260 New Bern AVE ,,RALEIGH,NC,27610,(919) 792-0127,2006/05/18 00:00:00+00,Restaurant,860,-78.54750981,35.79264454,M
1564795,04092017045,WAFFLE HOUSE #378,3909 HILLSBOROUGH ST ,,RALEIGH,NC,27603,(919) 833-1247,2015/09/30 00:00:00+00,Restaurant,861,-78.69054542,35.79443916,M
1564796,04092015569,SHANGHAI EXPRESS,2502 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 754-9797,2010/02/12 00:00:00+00,Restaurant,863,-78.66818044,35.78802697,M
1564797,04092030509,Let's Eat (WCID #796),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(919) 753-5725,2020/12/15 00:00:00+00,Mobile Food Units,872,-78.7114342,35.63398295,M
1564798,04092017062,A Slice of NY Pizza,2316-102 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 838-0011,2015/10/20 00:00:00+00,Restaurant,849,-78.66687803,35.78749678,M
1564799,04092030528,Roasted & Toasted #1 (WCID #718),9906 CHAPEL HILL RD,,MORRISVILLE,NC,27560-9397,(919) 372-8252,2021/03/16 00:00:00+00,Mobile Food Units,874,-78.82063472,35.81480892,M
1564800,04092300232,Interfood Plaza Latina ,1689 North Market ST ,,RALEIGH,NC,27609,(919) 790-9936,2006/08/25 00:00:00+00,Meat Market,876,-78.6070629,35.8395659,M
1564801,04092017895,Anjappar,101 Ledgestone WAY ,,CARY,NC,27519,,2018/07/26 00:00:00+00,Restaurant,898,-78.84803797,35.79230683,M
1564802,04092021418,Los Cuates Mexican Food,3505 Capital BLVD ,,RALEIGH,NC,27609,(919) 954-1215,2006/12/22 00:00:00+00,Food Stand,904,-78.58692952,35.82783582,M
1564803,04092014980,Daly Cafe and Pub at Holiday Inn,930 Airport BLVD ,,MORRISVILLE,NC,27560,(919) 465-1910 ext. 101,2007/10/17 00:00:00+00,Restaurant,915,-78.82187156,35.85658845,M
1564804,04092017925,Dominos #8849,708 Slash Pine DR ,,CARY,NC,27519,(919) 439-5859,2018/08/07 00:00:00+00,Restaurant,922,-78.90892711,35.83075427,M
1564805,04092014842,Panda Express #1352,1000 Beaver Creek Commons DR ,,APEX,NC,27502,(919) 362-6369,2007/04/05 00:00:00+00,Restaurant,923,-78.87317907,35.74519929,M
1564806,04092016439,RANDY'S PIZZA,2458 WYCLIFF RD ,,RALEIGH,NC,27607,(919) 322-5990,2013/05/31 00:00:00+00,Restaurant,939,-78.692995,35.81676997,M
1564807,04092017898,Zebulon Country Club,2424 Pearces RD ,,ZEBULON,NC,27597,(919) 269-8311,2018/08/09 00:00:00+00,Restaurant,944,-78.30935806,35.89131767,M
1564808,04092017457,BABA GHANNOUJ,2468 WALNUT ST ,,CARY,NC,27518,(919) 233-0907,2016/11/15 00:00:00+00,Restaurant,960,-78.74427315,35.75323584,M
1564809,04092018416,The Reserve at Mills Farm,1000 MILLS CHASE LOOP,,APEX,NC,27523,(919) 208-5183,2020/08/12 00:00:00+00,Restaurant,963,-78.8298594,35.75052675,M
1564810,04092021725,MCDONALDS #10267,4325-2051 GLENWOOD AVE ,,RALEIGH,NC,27624,(919) 782-8240,2012/11/19 00:00:00+00,Food Stand,885,-78.67658819,35.8395892,M
1564811,04092018546,CHEENI@YMCA,1603 HILLSBOROUGH ST ,,RALEIGH,NC,27605,(918) 720-4337,2021/02/28 00:00:00+00,Restaurant,964,-78.65901345,35.78367588,M
1564812,04092014551,KFC/Taco Bell #J120102,3408 Poole RD,,RALEIGH,NC,27610,(919) 212-2504,2006/04/24 00:00:00+00,Restaurant,972,-78.57981204,35.76819436,M
1564813,04092017051,JERSEY MIKE'S #349,3201-139 EDWARDS MILL RD ,,RALEIGH,NC,27612,(984) 202-5627,2015/10/09 00:00:00+00,Restaurant,887,-78.70556784,35.82545067,M
1564814,04092018626,Empanadas & More,2107 Grace Park  DR ,,RALEIGH,NC,27560,(919) 535-8080,2021/05/10 00:00:00+00,Restaurant,894,-78.84717028,35.82193112,M
1564815,04092018245,PIZZA HUT #9214,2026 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 851-7777,2019/12/03 00:00:00+00,Restaurant,976,-78.78068706,35.73567462,M
1564816,04092015942,RED BOWL ASIAN BISTRO,2020 BOULDERSTONE WAY ,,CARY,NC,27519,(919) 388-9977,2011/05/18 00:00:00+00,Restaurant,988,-78.84859346,35.79156535,M
1564817,04092016148,TAIPEI AUTHENTIC CHINESE CUISINE,121 E CHATHAM ST ,,CARY,NC,27511,(919) 388-5885,2012/04/18 00:00:00+00,Restaurant,990,-78.78052303,35.78769406,M
1564818,04092014599,Poppy Seed Market,8801-107 Lead Mine RD ,,RALEIGH,NC,27615,(919) 870-4997,2006/05/31 00:00:00+00,Restaurant,919,-78.65799167,35.90484309,M
1564819,04092021781,Catering Concepts,2411 E MILLBROOK RD ,#106,RALEIGH,NC,27604,(919) 669-8889,2014/01/31 00:00:00+00,Food Stand,1006,-78.59474383,35.84867059,M
1564820,04092021447,Hungry Howie's Pizza,1814-106 Oberlin RD ,,RALEIGH,NC,27608,(919) 789-0001,2007/05/04 00:00:00+00,Food Stand,965,-78.65535151,35.80875926,M
1564821,04092018315,Irregardless cafe,901 W MORGAN ST ,,RALEIGH,NC,27603-1511,(919) 833-8898,2020/02/06 00:00:00+00,Restaurant,1007,-78.65603068,35.78118378,M
1564822,04092017483,ZAXBY'S #60701,20 EAGLE WING WAY ,,GARNER,NC,27529,(919) 773-0061,2016/11/28 00:00:00+00,Restaurant,1009,-78.58765235,35.69782164,M
1564823,04092017026,N. C. BAGEL CAFE & DELI,3108 GRACE PARK DR ,,MORRISVILLE,NC,27560,(919) 469-2777,2015/12/19 00:00:00+00,Restaurant,1010,-78.84652326,35.82111262,M
1564824,04092015515,CAJUN CRAB HOUSE,6204-120 GLENWOOD  AVE ,,RALEIGH,NC,27612,(919) 781-7599,2009/11/10 00:00:00+00,Restaurant,967,-78.70283224,35.85653115,M
1564825,04092015789,SHUTTLE INN C-STORE,1000 MAIN CAMPUS DR ,,RALEIGH,NC,27695,(919) 515-5132,2011/08/16 00:00:00+00,Restaurant,1012,-78.67967966,35.76286971,M
1564826,04092030290,TAQUERIA LA COSTENA (WCID #537),3905 GREEN LEVEL WEST RD ,"corner of Green Level West Rd &amp; Autumn Shade Dr",APEX,NC,27523,(919) 244-0786,2015/10/09 00:00:00+00,Mobile Food Units,1014,-78.9125522,35.774781,M
1564827,04092017064,ALOFT REFUEL AND WXYZ LOUNGE,2100 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 828-9900,2015/10/22 00:00:00+00,Restaurant,1023,-78.66354224,35.78687212,M
1564828,04092018513,Another Broken Egg,1211 MARKET CENTER  DR ,,MORRISVILLE,NC,27560,(919) 465-1079,2020/12/29 00:00:00+00,Restaurant,1021,-78.81477941,35.8080269,M
1564829,04092021604,The Butchers Market,1225 KILDAIRE FARM RD,,CARY,NC,27511,(919) 465-3082,2010/01/20 00:00:00+00,Food Stand,1031,-78.78213078,35.7627377,M
1564830,04092018098,Jersey Mike's Sub #3189,166 Cabela DR ,,GARNER,NC,27529,,2019/04/11 00:00:00+00,Restaurant,1043,-78.58356211,35.69799194,M
1564831,04092016730,JIMMY JOHN'S #1863,6268 GLENWOOD AVE ,STE 100,RALEIGH,NC,27612,(919) 239-4114,2014/08/12 00:00:00+00,Restaurant,1045,-78.70374515,35.85715323,M
1564832,04092021574,WALMART SUPERCENTER #4250 DELI,1001 SHILOH GLENN  DR ,,MORRISVILLE,NC,27560,(919) 474-2285,2009/06/16 00:00:00+00,Food Stand,1070,-78.84693338,35.86659083,M
1564833,04092014893,Moe's Southwest Grill #837,1016-A Shoppes at Midway Drive ,,KNIGHTDALE,NC,27545,(919) 266-1018,2007/06/25 00:00:00+00,Restaurant,1052,-78.50550835,35.79794748,M
1564834,04092015546,HAYASHI JAPANESE RESTAURANT,13200 NEW FALLS OF NUESE RD ,STE 105,RALEIGH,NC,27614,(919) 554-0508,2010/01/05 00:00:00+00,Restaurant,1086,-78.55981965,35.9407555,M
1564835,04092014873,Taqueria Rancho Grande,1401 SE Maynard RD ,,CARY,NC,27511,(919) 469-4245,2007/05/22 00:00:00+00,Restaurant,1092,-78.7642317,35.78997989,M
1564836,04092015459,C & T WOK CHINESE AND THAI CUISINE,130 MORRISVILLE SQUARE WAY ,,MORRISVILLE,NC,27560,(919) 467-8860,2009/09/10 00:00:00+00,Restaurant,1093,-78.82897679,35.81951783,M
1564837,04092021584,HARRIS TEETER #331 PRODUCE,3430 TEN TEN RD ,,CARY,NC,27518,(919) 387-8272,2009/09/24 00:00:00+00,Food Stand,1102,-78.79278417,35.70189107,M
1564838,04092017043,BALI-HAI,1571 US 70 HWY W ,,GARNER,NC,27529,(984) 200-5100,2015/09/26 00:00:00+00,Restaurant,1112,-78.64815188,35.72323377,M
1564839,04092030180,A TASTE OF NEW YORK #3 ( WCID #366),201 S West ST ,,RALEIGH,NC,27603,(919) 345-8138,2007/10/19 00:00:00+00,Mobile Food Units,1120,-78.64560424,35.77781639,M
1564840,04092014552,KFC #J120099,1599 US 70 HWY ,,GARNER,NC,27529,(919) 662-1003,2006/04/21 00:00:00+00,Restaurant,1094,-78.64871535,35.72515497,T
1564841,04092030485,Dubz Grub (WCID #775),2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(919) 539-6022,2020/07/06 00:00:00+00,Mobile Food Units,1121,-78.63902655,35.752054,M
1564842,04092016169,NET APP CAFE BLDG3,7301 KIT CREEK RD ,BLDG 3,MORRISVILLE,NC,27560,(919) 476-5671,2012/04/20 00:00:00+00,Restaurant,1124,-78.88578455,35.85727617,M
1564843,04092018075,Amalia's Authentic Italian Restaurant,1248 S Main ST ,,WAKE FOREST,NC,27587,(984) 237-0002,2019/03/20 00:00:00+00,Restaurant,1133,-78.51860143,35.9622155,M
1564844,04092014995,First Citizens Bank Kitchen,4300 Six Forks RD ,,RALEIGH,NC,27619,(919) 716-8497,2007/10/25 00:00:00+00,Restaurant,1140,-78.64107203,35.83913698,M
1564845,04092018185,DUNKIN DONUTS/BASKIN ROBBINS 337301,4415 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 876-9901,2019/09/25 00:00:00+00,Restaurant,1152,-78.61262519,35.84176217,M
1564846,04092021399,Harris Teeter #138 Meat/Seafood,98 Cornerstone DR ,,CARY,NC,27519,(919) 467-1259,2006/09/05 00:00:00+00,Food Stand,1165,-78.85187583,35.79044843,M
1564847,04092015610,WAFFLE HOUSE #1302,1417 E WILLIAMS ST ,,APEX,NC,27539-7700,(919) 363-9137,2010/04/28 00:00:00+00,Restaurant,1169,-78.83789587,35.71142555,M
1564848,04092017723,SUSHI THAI CARY,106 KILMAYNE DR ,,CARY,NC,27511-4465,(919) 467-5747,2017/11/08 00:00:00+00,Restaurant,1178,-78.78304446,35.77049321,M
1564849,04092015601,STAMMTISCH CAFE,215 GREGSON DR ,,CARY,NC,27511,(919) 461-6033,2010/03/26 00:00:00+00,Restaurant,1185,-78.80332985,35.73531293,M
1564850,04092015793,TENKO JAPAN,4040 ED  DR ,#121,RALEIGH,NC,27612,(919) 781-5181,2011/08/25 00:00:00+00,Restaurant,1192,-78.70319672,35.82518153,M
1564851,04092014483,Tacos Mexico,1430 N Main ST ,,FUQUAY-VARINA,NC,27526,(919) 557-1777,2005/12/08 00:00:00+00,Restaurant,1198,-78.77067049,35.59261337,M
1564852,04092016619,SHEETZ #537,2408 DIXIE FOREST RD ,,RALEIGH,NC,27615,(919) 790-7064,2014/02/14 00:00:00+00,Restaurant,1209,-78.5993676,35.86286629,M
1564853,04092016962,CHANTICLEER CAFE & BAKERY,6490 TRYON RD ,,CARY,NC,27518,(919) 781-4810,2015/06/22 00:00:00+00,Restaurant,1219,-78.76236898,35.74415808,M
1564854,04092021384,Harris Teeter #344 Produce,6024 Falls of Neuse RD,,RALEIGH,NC,27609,(919) 872-5786,2006/04/10 00:00:00+00,Food Stand,1223,-78.6187408,35.86627943,M
1564855,04092014558,KFC #J120095,4040 Capital BLVD,,RALEIGH,NC,27604,(919) 872-5356,2006/04/24 00:00:00+00,Restaurant,1231,-78.58107016,35.83615994,M
1564856,04092016470,OLIVE GARDEN #4441,107 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 552-2237,2013/07/30 00:00:00+00,Restaurant,1232,-78.84948074,35.66266499,M
1564857,04092014553,KFC/Taco Bell #J120104,1011 N Harrison AVE,,CARY,NC,27513,(919) 467-6318,2006/04/21 00:00:00+00,Restaurant,1240,-78.78357999,35.80351274,M
1564858,04092160058,BROOKDALE WAKE FOREST DINING,611 S Brooks ST,,WAKE FOREST,NC,27587,(919) 562-8400,2006/09/05 00:00:00+00,Institutional Food Service,1237,-78.5098293,35.97161717,M
1564859,04092017480,BREW N QUE,2045 CREEKSIDE LANDING DR ,,APEX,NC,27502,(919) 924-9295,2016/11/23 00:00:00+00,Restaurant,1250,-78.88668196,35.74520682,M
1564860,04092017476,G-58 CUISINE,10958 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 466-8858,2016/12/15 00:00:00+00,Restaurant,1252,-78.84206352,35.85633777,M
1564861,04092160080,ZEBULON REHABILITATION CENTER FOOD SERVICE,509 W GANNON AVE.,,ZEBULON,NC,27597,,2014/06/04 00:00:00+00,Institutional Food Service,1253,-78.32569568,35.81964939,M
1564862,04092016265,ACRO CAFE,11 W JONES ST ,,RALEIGH,NC,27601,(919) 733-7450,2012/09/14 00:00:00+00,Restaurant,1258,-78.63943083,35.78220511,M
1564863,04092017063,OISO SUSHI & KOREAN,1305 NW MAYNARD RD ,,CARY,NC,27513,(919) 665-7587,2015/10/21 00:00:00+00,Restaurant,1261,-78.81098892,35.78581105,M
1564864,04092110463,Holly Grove Elementary Cafeteria,1451 Avent Ferry RD,,HOLLY SPRINGS,NC,27540,(919) 577-1709,2007/05/01 00:00:00+00,Public School Lunchrooms,1262,-78.84882356,35.62890249,M
1564865,04092021756,CARTER FINLEY CHICK-FIL-A,4600 TRINITY RD ,,RALEIGH,NC,27695,(919) 602-0084,2013/08/26 00:00:00+00,Food Stand,1272,-78.71758209,35.80167428,M
1564866,04092017776,Popeyes #12729,3904 Western BLVD ,,RALEIGH,NC,27606,(919) 977-6364,2018/01/12 00:00:00+00,Restaurant,1273,-78.69043452,35.78509127,M
1564867,04092300289,Food Lion #2244 Meat/Seafood,7905 Falls of Neuse Road,,RALEIGH,NC,27615,(919) 847-8159,2019/10/29 00:00:00+00,Meat Market,1274,-78.62699996,35.89304166,M
1564868,04092014554,KFC #J120103,1403 W Williams ST,,APEX,NC,27502,(919) 303-7997,2006/04/25 00:00:00+00,Restaurant,1279,-78.87726967,35.7501529,M
1564869,04092021670,DOMINO'S #5504,7315 SIX FORKS RD,,RALEIGH,NC,27615-6162,(919) 847-8855,2011/04/27 00:00:00+00,Food Stand,1280,-78.64725808,35.88069032,M
1564870,04092016683,ROLY POLY,4040 ED DR ,,RALEIGH,NC,27612,(919) 785-0441,2014/05/13 00:00:00+00,Restaurant,1282,-78.70319672,35.82518153,M
1564871,04092018251,Pizza Hut #036631,1805 Aversboro RD ,,GARNER,NC,27529,(919) 779-9200,2019/12/03 00:00:00+00,Restaurant,1283,-78.61707161,35.6858565,M
1564872,04092018174,Farm House Cafe,320 Vintage Point LN ,,WENDELL,NC,27591,(919) 334-8501,2019/09/10 00:00:00+00,Restaurant,1303,-78.42877202,35.77122092,M
1564873,04092025353,Mudcats Stand #3,1501 NC Hwy 39 ,,Zebulon,NC,27597,(919) 269-2287,2021/03/30 00:00:00+00,Food Stand,1292,-78.26879316,35.81734961,M
1564874,04092018659,Jersey Mike's #3042,7949 Fayetteville  RD ,,RALEIGH,NC,27603,(919) 661-0111,2021/06/22 00:00:00+00,Restaurant,1309,-78.69742539,35.66508155,M
1564875,04092017591,MCDONALDS #33850,601 CORPORATE CENTER DR ,,RALEIGH,NC,27606,(919) 233-4144,2017/05/03 00:00:00+00,Restaurant,1313,-78.74074148,35.79000755,M
1564876,04092015574,THAI THAI CUISINE,108 OSTERVILLE  DR ,,HOLLY SPRINGS,NC,27540,(919) 303-5700,2010/02/16 00:00:00+00,Restaurant,1315,-78.83224207,35.67779122,M
1564877,04092030506,Berto's Chimis (WCID #798),10125 DIVISION DR ,,RALEIGH,NC,27603-5664,(516) 761-1706,2020/12/01 00:00:00+00,Mobile Food Units,1324,-78.7114342,35.63398295,M
1564878,04092015470,TIJUANA FLATS #138,1310 E MILLBROOK RD ,,RALEIGH,NC,27609,(919) 790-6409,2009/09/04 00:00:00+00,Restaurant,1326,-78.61557526,35.84978294,M
1564879,04092030454,Capones Chicago Eats  (WCID #750),8101 Holly Springs RD ,M-Sat 11-2,Raleigh ,NC,27606,(919) 757-9514,2019/12/09 00:00:00+00,Pushcarts,1330,-78.76164101,35.70858774,M
1564880,04092030437,Captain John's Seafood (WCID #730),308 Southtown Circle,,ROLESVILLE,NC,27591,(919) 717-7598,2019/08/08 00:00:00+00,Mobile Food Units,1333,-78.47039569,35.91648377,M
1564881,04092015603,WAFFLE HOUSE #1090,1006 AIRPORT BLVD ,,MORRISVILLE,NC,27560-9195,(919) 460-0388,2010/04/19 00:00:00+00,Restaurant,1346,-78.81924536,35.85853632,M
1564882,04092017927,Showmars - Wake Forest,1009-128 Stadium DR ,,WAKE FOREST,NC,27587,(919) 554-9608,2018/07/20 00:00:00+00,Restaurant,1353,-78.52993342,35.99015656,M
1564883,04092016770,DON BETO'S TACOS,421 CHAPANOKE RD ,,RALEIGH,NC,27603,(919) 977-1071,2014/10/02 00:00:00+00,Restaurant,1360,-78.65333581,35.73464573,M
1564884,04092017647,SOUTHERN HARVEST AT THE MATTHEWS HOUSE,317 W CHATHAM ST ,,CARY,NC,27511,(919) 308-6665,2017/07/27 00:00:00+00,Restaurant,1363,-78.78723389,35.78648749,M
1564885,04092022030,AUNTIE ANNE'S NC #111,5959 TRIANGLE TOWN BLVD ,STE EU-2133,RALEIGH,NC,27616,(919) 792-2548,2017/08/30 00:00:00+00,Food Stand,1370,-78.57603863,35.86599856,M
1564886,04092015642,EMBASSY SUITES AND FLYING SPOONS,8001 ARCO CORPORATE  DR ,,RALEIGH,NC,27617,(919) 572-2200,2010/06/02 00:00:00+00,Restaurant,1383,-78.77640002,35.90726871,M
1564887,04092016991,PIEZANO PIZZA,252 SOUTHTOWN CIR ,,ROLESVILLE,NC,27571,(919) 554-8881,2015/08/06 00:00:00+00,Restaurant,1388,-78.47039569,35.91648377,M
1564888,04092015640,Sam's Club #6570 Snackbar,3001 CALVARY  DR ,,RALEIGH,NC,27604,(919) 874-0112,2010/05/28 00:00:00+00,Restaurant,1412,-78.58500406,35.84648464,M
1564889,04092014757,Arby's #7814,2601 Wake Forest RD ,,RALEIGH,NC,27609,(919) 832-6885,2007/01/08 00:00:00+00,Restaurant,1424,-78.62513234,35.81840468,M
1564890,04092014535,Thai House Cuisine,1408 Hardimont  RD,,RALEIGH,NC,27609,(919) 878-3379,2006/03/22 00:00:00+00,Restaurant,1425,-78.61511172,35.8362139,M
1564891,04092014536,Vivace,4209 Lassiter Mill RD,,RALEIGH,NC,27609,(919) 787-7747,2006/03/21 00:00:00+00,Restaurant,1426,-78.64524978,35.83964955,T
1564892,04092015885,THE OAKS AT WHITAKER GLEN,501 E WHITAKER MILL RD ,,RALEIGH,NC,27608-2646,(919) 839-5604,2011/01/12 00:00:00+00,Restaurant,1429,-78.63302872,35.80881927,M
1564893,04092016565,BOJANGLES #49,9919 FAYETTEVILLE ST ,,RALEIGH,NC,27603,(919) 557-6843,2013/11/12 00:00:00+00,Restaurant,1406,-78.71503303,35.63360138,M
1564894,04092018190,Dunkin Donuts/Baskin Robbins #339085,2727 Capital BLVD ,,RALEIGH,NC,27604,(919) 875-9092,2019/09/30 00:00:00+00,Restaurant,1436,-78.60179762,35.81684953,M
1564895,04092016474,RYE BAR & SOUTHERN KITCHEN,500 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 227-3370,2013/08/20 00:00:00+00,Restaurant,1437,-78.63997557,35.77359698,M
1564896,04092017516,PANERA BREAD #1938,11665 NORTHPARK DR ,,WAKE FOREST,NC,27587,(919) 263-6176,2017/01/31 00:00:00+00,Restaurant,1453,-78.54383057,35.96466469,M
1564897,04092025321,Publix #1652 Produce,417 W PEACE ST,100,RALEIGH,NC,27603-5017,(919) 755-5444,2020/09/02 00:00:00+00,Food Stand,1454,-78.64490127,35.78789475,M
1564898,04092017590,MCDONALDS #2510,3710 WESTERN BLVD ,,RALEIGH,NC,27606,(919) 833-7882,2017/05/03 00:00:00+00,Restaurant,1459,-78.68803643,35.78529365,M
1564899,04092300237,COMPARE FOODS MARKET,410 W GANNON AVE ,,ZEBULON,NC,27597,(919) 269-9481,2008/01/17 00:00:00+00,Meat Market,1470,-78.32298663,35.82162579,M
1564900,04092018229,Uncorked Wine Bar,10511 Shadowlawn DR ,Ste 111,RALEIGH,NC,27614,(984) 200-5423,2019/11/14 00:00:00+00,Restaurant,1471,-78.58886471,35.90798464,M
1564901,04092018469,Moomoo Cha,1350 Fifth AVE ,,GARNER,NC,27529,(919) 322-2127,2020/10/22 00:00:00+00,Restaurant,1474,-78.6218586,35.70948463,M
1564902,04092030387,Doherty's Fish & Chips Paddy Wagon (WCID #663),5490 Apex Peakway ,,APEX,NC,27502,(919) 454-4591,2019/01/11 00:00:00+00,Mobile Food Units,1482,-78.86537597,35.73683859,M
1564903,04092018649,Morning Rolls,1322 E Millbrook RD ,Ste A,RALEIGH,NC,27609,,2021/06/08 00:00:00+00,Restaurant,1484,-78.61557526,35.84978294,M
1564904,04092030514,Presti Pizza (WCID #804),2411 E MILLBROOK RD,Suite 106,RALEIGH,NC,27604,(919) 271-0111,2021/01/14 00:00:00+00,Mobile Food Units,1485,-78.59474383,35.84867059,M
1564905,04092016084,MCDONALDS #18373,415 S MAIN ST ,,ROLESVILLE,NC,27571,(919) 556-7686,2012/01/12 00:00:00+00,Restaurant,1487,-78.46701525,35.91701042,M
1564906,04092017489,J. ALEXANDER'S,4600 CRABTREE VALLEY AVE ,,RALEIGH,NC,27612,(984) 200-4493,2016/12/07 00:00:00+00,Restaurant,1491,-78.68450309,35.84046562,M
1564907,04092016266,SKYE TOWER,320 HILLSBOROUGH ST ,,RALEIGH,NC,27603,(919) 832-0501,2012/09/28 00:00:00+00,Restaurant,1496,-78.64408007,35.78100117,M
1564908,04092025263,Oriental Pho,5959 TRIANGLE TOWN BLVD,1116,RALEIGH,NC,27616,(919) 449-0807,2019/06/12 00:00:00+00,Restaurant,1505,-78.57603863,35.86599856,M
1564909,04092015667,Patti's Cafe,8300 HEALTH PARK  ,STE 101,RALEIGH,NC,27615,(919) 671-0769,2010/07/02 00:00:00+00,Restaurant,1507,-78.6591053,35.895917,M
1564910,04092110533,Alston Ridge Middle School Cafeteria,7833 Fussell AVE ,,CARY,NC,27519,(919) 694-8044 ext. 27920,2019/06/28 00:00:00+00,Public School Lunchrooms,1522,-78.90509106,35.85575712,M
1564911,04092016377,LEE'S KITCHEN #2,1100 N RALEIGH BLVD ,,RALEIGH,NC,27610,(919) 521-5957,2013/02/20 00:00:00+00,Restaurant,1524,-78.61144475,35.79422669,M
1564912,04092040302,COUSINS CONFECTIONS #4 (WCID #486),4700 TRINITY RD ,,RALEIGH,NC,27607,(919) 782-1967,2013/08/28 00:00:00+00,Pushcarts,1528,-78.71510697,35.79630808,M
1564913,04092018038,Jersey Mike's Subs #3181,4205 Corners PKY ,Suite 130,RALEIGH,NC,27617,(919) 999-1539,2019/01/24 00:00:00+00,Restaurant,1541,-78.78791806,35.91890974,M
1564914,04092017641,Benny Capitale's,121-110 Fayetteville ST ,,RALEIGH,NC,27601,(919) 239-4173,2017/07/06 00:00:00+00,Restaurant,1530,-78.63907373,35.779276,M
1564915,04092018506,Shanghai Alley,1148 KILDAIRE FARM RD,,CARY,NC,27511,(919) 380-2900,2020/12/17 00:00:00+00,Restaurant,1543,-78.78364268,35.76558405,M
1564916,04092021948,Circle K #23118,919 DURHAM RD ,,WAKE FOREST,NC,27587,(919) 562-7823,2016/03/02 00:00:00+00,Food Stand,1546,-78.54189381,35.97777466,M
1564917,04092016332,ASIAN GARDEN,242 GRANDE HEIGHTS DR ,,CARY,NC,27513,(919) 462-8598,2012/12/27 00:00:00+00,Restaurant,1550,-78.7805746,35.804703,M
1564918,04092016747,SMITHFIELD'S CHICKEN N BAR-B-Q,3578 DAVIS  DR ,,MORRISVILLE,NC,27560,(919) 468-2607,2014/09/11 00:00:00+00,Restaurant,1557,-78.84697957,35.81858861,M
1564919,04092018035,Guasaca,2512-110 Hillsborough ST ,,RALEIGH,NC,27607,(919) 210-6838,2019/01/25 00:00:00+00,Restaurant,1544,-78.66868226,35.78794811,M
1564920,04092030318,THE TOMATITO (WCID #375),4410 CRAFTSMAN DR ,,RALEIGH,NC,27609,(919) 717-4138,2016/11/30 00:00:00+00,Mobile Food Units,1566,-78.60627168,35.83926548,M
1564921,04092016299,AGGIE'S GRILL STATION,3027 CAPITAL  BLVD ,STE 101,RALEIGH,NC,27604,(919) 790-6688,2012/11/02 00:00:00+00,Restaurant,1567,-78.59154907,35.82214453,M
1564922,04092021585,HARRIS TEETER #331 DELI/BAKERY,3430 TEN TEN RD ,,CARY,NC,27518,(919) 387-8272,2009/09/24 00:00:00+00,Food Stand,1569,-78.79278417,35.70189107,M
1564923,04092021758,TALLEY STUDENT UNION MAIN KITCHEN,2610 CATES AVE ,,RALEIGH,NC,27695,,2013/10/04 00:00:00+00,Food Stand,1572,-78.67872874,35.78448278,M
1564924,04092015474,BISCUITVILLE #184,4305 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 803-8112,2009/09/24 00:00:00+00,Restaurant,1574,-78.65307339,35.72039578,M
1564925,04092016083,NEW RAINBOW CHINESE RESTAURANT,3427 N Main ST ,,FUQUAY-VARINA,NC,27526,(919) 567-8272,2012/01/31 00:00:00+00,Restaurant,1576,-78.7258865,35.62516136,M
1564926,04092016952,MILANO PIZZA,186 WAKELON ST ,,ZEBULON,NC,27597-2403,(919) 269-4488,2015/06/12 00:00:00+00,Restaurant,1584,-78.31858381,35.83228812,M
1564927,04092015947,D.P. Dough,2109 AVENT FERRY RD ,,RALEIGH,NC,27606,(919) 829-1525,2011/04/25 00:00:00+00,Restaurant,1591,-78.67605091,35.77835817,M
1564928,04092021970,Circle K #2723303,2506 S SAUNDERS ST ,,RALEIGH,NC,27603,(919) 743-0128,2016/08/23 00:00:00+00,Food Stand,1593,-78.64945101,35.74978363,M
